accession,title,organism,n_samples,date,has_pub,type,summary,query
GSE253911,The PHR2-DGP1 Signaling Integrates Carbon and Nitrogen Assimilatory Metabolisms under Phosphorus Deficiency Stress in Rice Plants [ChIP-Seq],Oryza sativa,8,2025/01/27,False,Genome binding/occupancy profiling by high throughput sequencing,"Carbon (C), nitrogen (N) and phosphorus (Pi) are crucial macronutrients for plants. While substantial knowledge exists on C/N balance signaling physiological and molecular perspectives, the core regulatory mechanism governing C/N and Pi balance remains largely unexplored. This study reveals that C/N assimilatory metabolisms matching the Pi-deficiency stress is integrated by a DEEP GREEN PANICLE1 (DGP1)-mediated regulatory network in rice (Oryza sativa). We found that low-Pi stress triggers DGP1 expression in a dose-responsive manner, facilitated by the PHOSPHATE STARVATION RESPONSE REGULATOR (PHR2). Intriguingly, DGP1 interacts with transcription factors (GLK1 and GLK2) and mitochondrial factors (GDCH and QCR9), modulating their roles in photosynthetic gene expression, the glycine cleavage system and the mitochondrial electron transport chain (mETC), respectively. Additionally, DGP1 influences aminoacyl-tRNA synthetases and ribosomal subunits, impacting protein biosynthesis, and intervenes in various metabolic pathways, including glycolysis and the citrate cycle. Phenotypically, we observed that under short-term Pi-deficiency, wild-type plants exhibit compromised photosynthesis, photorespiration and mETC-driven ATP synthesis, whereas dgp1 and phr2 mutants display reduced sensitivity to these conditions. Conversely, DGP1 overexpressors show decreased yield under normal conditions due to altered cell metabolomes and protein biosynthesis inadequacy, despite unaffected 15NO3– uptake and transport. In conclusion, the PHR2-DGP1 module orchestrates a comprehensive signaling network, harmonizing C and N metabolic fluxes under Pi limitation through coordinated interactions among cytoplast, chloroplast and mitochondria.",Oryza sativa[organism] AND stress
GSE253909,The PHR2-DGP1 Signaling Integrates Carbon and Nitrogen Assimilatory Metabolisms under Phosphorus Deficiency Stress in Rice Plants [RNA-seq],Oryza sativa,12,2025/01/27,False,Expression profiling by high throughput sequencing,"Carbon (C), nitrogen (N) and phosphorus (Pi) are crucial macronutrients for plants. While substantial knowledge exists on C/N balance signaling physiological and molecular perspectives, the core regulatory mechanism governing C/N and Pi balance remains largely unexplored. This study reveals that C/N assimilatory metabolisms matching the Pi-deficiency stress is integrated by a DEEP GREEN PANICLE1 (DGP1)-mediated regulatory network in rice (Oryza sativa). We found that low-Pi stress triggers DGP1 expression in a dose-responsive manner, facilitated by the PHOSPHATE STARVATION RESPONSE REGULATOR (PHR2). Intriguingly, DGP1 interacts with transcription factors (GLK1 and GLK2) and mitochondrial factors (GDCH and QCR9), modulating their roles in photosynthetic gene expression, the glycine cleavage system and the mitochondrial electron transport chain (mETC), respectively. Additionally, DGP1 influences aminoacyl-tRNA synthetases and ribosomal subunits, impacting protein biosynthesis, and intervenes in various metabolic pathways, including glycolysis and the citrate cycle. Phenotypically, we observed that under short-term Pi-deficiency, wild-type plants exhibit compromised photosynthesis, photorespiration and mETC-driven ATP synthesis, whereas dgp1 and phr2 mutants display reduced sensitivity to these conditions. Conversely, DGP1 overexpressors show decreased yield under normal conditions due to altered cell metabolomes and protein biosynthesis inadequacy, despite unaffected 15NO3– uptake and transport. In conclusion, the PHR2-DGP1 module orchestrates a comprehensive signaling network, harmonizing C and N metabolic fluxes under Pi limitation through coordinated interactions among cytoplast, chloroplast and mitochondria.",Oryza sativa[organism] AND stress
GSE231365,Transcriptome comparison of Arabidopsis and rice responses to fungal infection under different Fe availability periods.,Arabidopsis thaliana; Oryza sativa Japonica Group,36,2025/01/26,False,Expression profiling by high throughput sequencing,"Iron (Fe) is an essential nutrient for virtually all plants that modulate immune responses. However, whereas low and high Fe availalbility confers susceptibility to the fungus Colletotrichum higgisianum, the same conditions lead to rice tolerance to Magnaporthe oryzae. To better understand the systemic responses behind this antagonistic pattern, transcriptome profiling on fungal infected Arabidopsis and rice plants has been conducted. To consider the signaling component and avoid the interference of tissues experiencing necrosis, samples were conducted on aerial tissues 48h post-infection, when both pathogens remain in the biotrophic phase. Collectively, our data support that Arabidopsis employs a defence strategy based on glucosinolates and other secondary metabolites, whereas rice uses oxidative stress based mechanisms. A different usage of Fe pools during infection is also proposed.",Oryza sativa[organism] AND stress
GSE231087,Aminoglycoside tolerance in Vibrio cholerae engages translational reprogramming associated to queuosine tRNA modification,Vibrio cholerae,12,2025/01/06,False,Expression profiling by high throughput sequencing,"Tgt is the enzyme modifying the guanine (G) in tRNAs with GUN anticodon to queuosine (Q). tgt is required for optimal growth of Vibrio cholerae in the presence of sub-lethal aminoglycoside concentrations. We further explored here the role of the Q in the efficiency of codon decoding upon tobramycin exposure. We characterized its impact on the overall bacterial proteome, and elucidated the molecular mechanisms underlying the effects of Q modification in antibiotic translational stress response. Using molecular reporters, we showed that Q impacts the efficiency of decoding at tyrosine TAT and TAC codons. Proteomics analyses revealed that the anti-SoxR factor RsxA is better translated in the absence of tgt. RsxA displays a codon bias towards tyrosine TAT and overabundance of RsxA leads to decreased expression of genes belonging to SoxR oxidative stress regulon. We also identified conditions that regulate tgt expression. We propose that regulation of Q modification in response to environmental cues leads to translational reprogramming of genes bearing a biased tyrosine codon usage. In silico analysis further identified candidate genes possibly subject to such translational regulation, among which DNA repair factors. Such transcripts, fitting the definition of modification tunable transcripts, are plausibly central in the bacterial response to antibiotics.",Vibrio cholerae[organism]
GSE269165,Mangrove endophytes enhance yield and convey salt tolerance to Nipponbare rice,Oryza sativa,36,2025/01/05,False,Expression profiling by high throughput sequencing,"Global climate change increasingly challenges agriculture with flooding and salinity. Among strategies to enhance crop resilience to these stresses, we showed two mangrove strains that can enhance flooding and salinity tolerance in rice plants. Two strains massively enhanced the growth and yield of Oryza sativa cv. Nipponbare under hydroponic growth conditions with and without salt treatment. The bacteria-induced transcriptome changes in O. sativa roots related to ABA-signaling with suberin deposition in root tissues explain the altered responses of colonized rice plants to hypoxic and saline stress conditions. While enhancing yield and grain quality, bacterially colonized rice plants also show much earlier flowering, thereby massively shortening the life cycle of rice plants and opening the possibility for an additional harvest per year. These results show that microbes can be a powerful tool for enhancing the yield and resilience of rice to hypoxic and saline stress conditions.",Oryza sativa[organism] AND stress
GSE285356,PIF4 promotes stomatal movement during fluctuating light coincidant with drought stress via the SAL1-PAP signaling pathway (ChIP-Seq),Oryza sativa,6,2024/12/27,False,Genome binding/occupancy profiling by high throughput sequencing,"Fluctuating light (FL) usually occur concomitantly with drought stress (DS); this combined (FL-DS) condition influences intrinsic water use efficiency (iWUE) pattern during FL and DS response. However, the molecular mechanisms governing iWUE during FL-DS combined events in rice remain unexplored. In this study, we quantified iWUE kinetics in 200 rice accessions exposed to a 20-day FL-DS. Using genome-wide association studies (GWAS), we identified a significant gene variation in the phytochrome-interacting factor (OsPIF4) gene which significantly associated with a novel trait, iWUEFL. This gene variation was highly expressed in the high iWUEFL subgroup. Two haplotypes containing nine SNPs of OsPIF4 were classified, where the mutation of v3 SNP at its promoter shows substantially reduced activities of promoter and greatest sensitivity to FL among mutation of other SNPs via protoplast transient transformation approach. Mutation at v3 SNP (PIF4v3m) and overexpression of OsPIF4 resulted in at least 20% reduction and 25% increase in iWUEFL under FL-DS, compared it to WT, respectively. Two genes (OsSAL1 and OsNHX1) were identified with the most significant differences in expression between PIF4v3m and WT based on transcriptome analysis. PIF4v3m displayed an 85% reduction in adenosine 3', 5'-diphosphate (PAP) levels and a 73% increase in OsSAL1 gene expression compared to WT. Moreover, our results revealed that OsPIF4 has a dual role in repressing OsSAL1 transcriptionally and activating OsNHX1 by binding to their G-box motifs. This regulatory mechanism increased by 16% (sal1) and 10% (OsNHX1-OE) in iWUEFL compared to WT under FL-DS. OsPIF4 haplotypic distribution is strongly associated with the local light regime where accessions originated. This study highlights the key role of OsPIF4 in enhancing iWUEFL during FL-DS by regulating chloroplast retrograde signaling pathways and vacuolar ion exchanges.",Oryza sativa[organism] AND stress
GSE284308,Time-series analysis of gene expression of Oryza sativa tropical japonica subgroup (Azucena) under saline stress conditions at the seedling stage,Oryza sativa tropical japonica subgroup,30,2024/12/20,False,Expression profiling by high throughput sequencing,"Salinity stress has both immediate and long-term effects on the growth, in order to model the dynamics of the transcriptome response upon salt imposition we conducted a time-series analysis of the rice transcriptome. The data set is used in mutliple analysis including inferring the global regulatory network for a rice adaptive response and aiding the analysis of boundaries of actively transcribed sequences enriched for sequence conservation signatures in conserved topologically associating domains (TADs).",Oryza sativa[organism] AND stress
GSE270782,The rice anther transcriptomes responded to low temperature [RNA-seq],Oryza sativa,24,2024/11/29,False,Expression profiling by high throughput sequencing,"The booting stage of rice shows the most sensitivity to cold stress, and low-temperature stress causes irreversible pollen sterility. We performed transcriptome analysis using RNA-seq to investigate the response of rice anthers to low-temperature stress. In this RNA-seq analysis, to validate the results of transcriptome analysis of anthers from 13 rice lines using microarrays, four cultivars were selected for analysis from the 13 tested for microarrays.",Oryza sativa[organism] AND stress
GSE189428,Epigenetic characterization of carbon dots functions in rice,Oryza sativa Japonica Group,8,2024/11/23,False,Expression profiling by high throughput sequencing; Methylation profiling by high throughput sequencing,"Nanoparticles (NPs) can serve as efficient carriers for delivery of genetic materials in plants. They can regulate normal growth and development, and responses to stresses in plants. However, epigenetic mechanisms underlying NPs or carbon dots (CDs) affecting plant growth and development are still largely unknown. Here we showed that CDs reprogrammed gene transcription associated with some biological processes such as stress responses and photosynthesis. Moreover, CDs resulted in subtle but significant DNA hypermethylation, especially for CHG and CHH hypermethylation, which is possibly caused by CDs induced up-regulation of OsCMTs. Interestingly, we found that CDs stabilized i-motif in the promoter regions of OsCMTs1/2, therefore resulting in CHG and CHH hypermethylation. Thus, our study for the first time reveals possible mechanisms underlying impacts of CDs on cytosine context-dependent DNA methylation on a genome-wide scale, which may regulate genes responsible for CDs-induced phenotypic changes in plants. It will be helpful for considering future application of CDs in improving crop agronomic traits.",Oryza sativa[organism] AND stress
GSE113067,The involvement of long non-coding RNAs in the formation of high temperature-induced grain chalkiness in rice,Oryza sativa Japonica Group,6,2024/11/05,False,Non-coding RNA profiling by high throughput sequencing; Expression profiling by high throughput sequencing,"A period of exposure to high ambient temperatures can damage the process of grain filling in rice, potentially inducing the endosperm to become chalky. Given the established involvement of long non-coding RNAs (lncRNAs) in regulating plant development and its stress response, the purpose here was to reveal the extent to which lncRNA activity contributes to the endosperm chalkiness syndrome. Among 578 lncRNAs identified in spikelets harvested ten days post anthesis from plants exposed to high temperature stress, 14 were found to be more abundant than in control plants, while 45 were less abundant. Of these 59 differentially abundant sequences, 32 were identified as interacting with five mRNAs involved in starch metabolism and catabolism, indicating an involvement of these lncRNAs in starch formation in the endosperm, and hence in causing the chalkiness syndrome.",Oryza sativa[organism] AND stress
GSE231856,Rice amino acid transporter OsMP1 is involved in amino acid homeostasis and mediates broad-spectrum resistance to blast fungus and bacterial blight through upregulating JA signaling pathway,Oryza sativa,6,2024/09/16,False,Expression profiling by high throughput sequencing,"To investigate the molecular mechanisms about how OsMP1 regulates rice blast resistance, we established the CR4 line in which target gene has been knocked down by CRISPR-Cas9 gene editing. We then performed gene expression profiling analysis using data obtained from RNA-seq of CR4 and wild-type Hei.",Oryza sativa[organism] AND bacterial blight
GSE182565,"RNAseq analysis for transcriptomes of ATO treated U937 cell lines expressing 10 type 1 p53 mutants, type-3 p53-R273H, p53 null, or p53 wild-type",Homo sapiens,24,2024/08/01,False,Expression profiling by high throughput sequencing,"To globally evaluate to what extend type-1 p53 mutant transcription activity can be restored by arsenic trioxide (ATO) (compared to wild-type p53), p53-null U937 cells introduced with 10 frequent type-1 p53, type-3 p53-R273H (negative control), empty vector or wild-type p53 were treated with or without 1 μg/mL ATO. mRNA was isolated and then subject to deep sequencing, using Illumina HiSeq. The sequence reads that passed quality filters were analyzed using Cutadapt. Results and conclusions: The type-1 p53 mutants are the major cellular targets of ATO in the current cell contexts. The expression profiles of well-established p53 targets in cells expressing wild-type p53 highly correlated with the ones in cells expressing ATO-rescued type-1 mutants, but not those in cells expressing ATO-treated R273H. In cells harboring type-1 mutants, the median expression levels of these targets were elevated by ATO to extents comparable to wild-type p53.",arsenic AND human AND gene expression
GSE232269,Genome-wide analysis of the histone modification H3K9ac in Oryza sativa infested with Spodoptera frugiperda,Oryza sativa,6,2024/05/31,False,Genome binding/occupancy profiling by high throughput sequencing,"The histone 3 lysine 9 acetylation (H3K9ac) is an epigenetic marker widely distributed in plant genome, which could eThe histone 3 lysine 9 acetylation (H3K9ac) is an epigenetic marker widely distributed in plant genome, which could enhance gene transcription involved in stress-responsive gene expression. The physiological and molecular mechanisms underlying plant responses to insects are being increasingly studied, while epigenetic modifications such as histone acetylation and their potential regulation at the genomic level of transcription of hidden genes in plants damaged by insects remain largely unknown. In current study, we provided the genome-wide profiles of H3K9ac in rice (Oryza sativa) infested by fall armyworm (Spodoptera frugiperda, FAW) using chromatin immunoprecipitation sequencing (ChIP-Seq) and RNA sequencing (RNA-seq). RNA-seq data revealed that 3269 and 4609 genes were up-regulated at 3 h and 12 h after infestation with FAW, respectively. ChIP-Seq analysis revealed 1617 and 2617 genes modified by H3K9ac in rice infested with FAW at 3 h and 12 h, respectively, and H3K9ac was mainly enriched in the transcription start sites of genes.",Oryza sativa[organism] AND stress
GPL34491,Illumina NovaSeq 6000 (Leishmania donovani),Leishmania donovani,36,2024/05/20,False,,,Leishmania donovani[organism]
GSE232347,ISRH-seq: a sensitive and robust methodology for R-loop profiling,Oryza sativa,18,2024/05/16,False,Other,"R-loops serve as key modulators in various biological processes in humans and plants.Current high-throughput methodologies for R-loop profiling have their own intrinsic pros and cons. Therefore, any robust, sensitive, and amenable methods, complementary and/or advantageous to existing methodologies, are much needed for advancing R-loop biology. We here present an RNase H based cleavage combined with DNA polymerase-mediated in situ biotin-dATP/dCTP labeling of newly synthesized DNA for sequencing, termed ISRH-seq, an antibody-independent approach for strand-specific mapping of R-loops. After conducting a parallel comparison with DRIP-seq, we found that ISRH-seq can identify more R-loop peaks with the same sequencing depth. Moreover, ISRH- and DRIP-specific R-loops had distinct genomic and epigenetic features, exhibited distinct relationships with expression of overlapping genes, and functional divergence. Importantly, we found that ISRH-seq can be scalable down to 250-100ng DNA input, indicative of a robust and sensitive high-throughput methodology. In addition, it can be applied for R-loop profiling under stress conditions. Thus, our study provides a valuable orthogonal methodology for comprehensive profiling of R-loops in plants. It could be easily adapted to other non-plant systems, especially for these biologically important tissues or cell types with limited cell numbers, thereby advancing understanding of R-loop biology.",Oryza sativa[organism] AND stress
GSE266657,Comparative physiological and transcriptomic profiling reveals the characteristics of tissue　tolerance mechanisms in Japanese rice landrace under salt stress,Oryza sativa,8,2024/05/08,False,Expression profiling by high throughput sequencing,"The aim of this study was to characterize the tissue tolerance mechanisms of rice under salt stress. Our preliminary experiment identified a japonica rice landrace Shuzenji-kokumai (SZK), which is considered to be tissue-tolerant because it can maintain better growth than salt-sensitive rice while having a high Na+ concentration in the shoots under salt stress. These mechanisms differ from those of most salt-tolerant rice varieties, which have low Na+ concentrations in the shoots. We compared the physiological and molecular characteristics of SZK with those of FL478, a salt-tolerant variety, and Kunishi, a salt-sensitive variety. Under salt stress conditions, SZK accumulated high levels of Na+ in roots, leaf sheaths, and leaf blades, which were almost as high as those in the salt-sensitive Kunishi. Simultaneously, SZK maintained better growth and physiological status, as determined by its higher dry weight, lower electrolyte leakage ratio, and lower malondialdehyde concentration. OsNHX1 and OsNHX2 were up-regulated in the leaf sheaths of SZK, suggesting that Na+ is compartmentalized in the vacuole to avoid Na+ toxicity. In contrast, FL478 showed up-regulation of OsHKT1;5 and OsSOS1 in the roots, which exclude Na+ from the shoots. RNA-seq analysis showed that 4623 and 1998 differentially expressed genes (DEGs) were detected in the leaf sheaths and leaf blades of SZK, respectively. Among them, the HSP (heat shock protein) gene expression was highly up-regulated only in SZK, indicating that SZK protects against the protein damage caused by Na+ toxicity. Our findings suggest that SZK has atypical survival mechanisms under salt-stress conditions. These mechanisms offer potential traits for improving salt tolerance in rice.",Oryza sativa[organism] AND stress
GSE210952,Comparative Transcriptome Analysis of Two Rice Genotypes with Varying Tolerance to Salt Stress,Oryza sativa,10,2024/04/15,False,Expression profiling by high throughput sequencing,The goals of this study were to compare the transcriptome of two rice genotypes under salt stress by RNA-Seq. We performed differential gene expression analysis by comparing samples of same genotypes in control and stress conditions and different genotypes in the same condition.,Oryza sativa[organism] AND stress
GPL34200,Illumina NovaSeq 6000 (Lens culinaris),Lens culinaris,18,2024/02/16,False,,,Lens culinaris[organism]
GSE189719,The interfering transcription activator-like effector DR16 and OsSOG1 attenuates OsTOPBP1C-activated rice bacterial blight resistance,Oryza sativa Japonica Group,18,2024/01/01,False,Expression profiling by high throughput sequencing,"we monitored the responsive changes of rice genes at 0 and 6 hours across Xoo pathotype GIV infection in Nipponbare (NIP), ostopbp1c mutant and OsTOPBP1C-overexpressor by RNA sequencing. These findings provide new insights for directly identifying iTALEs-targeted resistance gene and the regulatory roles of OsTOPBP1C in rice-Xoo interactions.",Oryza sativa[organism] AND bacterial blight
GSE247769,RNAseq of VP882 and VP882 ∆vpdS phage activation in V. cholerae,Vibrio cholerae,18,2023/11/23,False,Expression profiling by high throughput sequencing,"Many, if not all, bacteria use quorum sensing (QS) to control gene expression and collective behaviours, and more recently QS has also been discovered in bacteriophages (phages). Phages can produce communication molecules of their own, or “listen in” on the host’s communication processes, in order to switch between lytic and lysogenic modes of infection. In this project, we studied the interaction of Vibrio cholerae, the causative agent of cholera disease, with the lysogenic vibriophage VP882. The lytic cycle of VP882 is induced by the QS molecule DPO (3,5-dimethylpyrazin-2-ol), however, the global regulatory consequences of DPO-mediated VP882 activation have remained unclear. Using a combination of transcriptomic, genetic, and biochemical approaches, we discovered that induction of VP882 results in binding of phage transcripts to the major RNA chaperone Hfq, which in turn outcompete and down-regulate host-derived Hfq-dependent small RNAs (sRNAs). VP882 itself also encodes Hfq-binding sRNAs and we demonstrate that one of these sRNAs, named VpdS, modulates the expression of multiple host and phage mRNAs through a base-pairing mechanism and thereby promotes phage replication. We further show that host-derived sRNAs can affect phage replication by interfering with the translation of phage mRNAs and thus might be part of the phage defence arsenal of the host. Taken together, our data draw a complex picture of post-transcriptional interactions occurring between host- and phage-derived transcripts that together determine the phage-mediated lysis program.",Vibrio cholerae[organism]
GSE247770,RNAseq of VP882 phage activation in V. cholerae,Vibrio cholerae,18,2023/11/23,False,Expression profiling by high throughput sequencing,"Many, if not all, bacteria use quorum sensing (QS) to control gene expression and collective behaviours, and more recently QS has also been discovered in bacteriophages (phages). Phages can produce communication molecules of their own, or “listen in” on the host’s communication processes, in order to switch between lytic and lysogenic modes of infection. In this project, we studied the interaction of Vibrio cholerae, the causative agent of cholera disease, with the lysogenic vibriophage VP882. The lytic cycle of VP882 is induced by the QS molecule DPO (3,5-dimethylpyrazin-2-ol), however, the global regulatory consequences of DPO-mediated VP882 activation have remained unclear.",Vibrio cholerae[organism]
GSE247768,RIPseq of VP882 phage activation in V. cholerae,Vibrio cholerae,12,2023/11/23,False,Other,"Many, if not all, bacteria use quorum sensing (QS) to control gene expression and collective behaviours, and more recently QS has also been discovered in bacteriophages (phages). Phages can produce communication molecules of their own, or “listen in” on the host’s communication processes, in order to switch between lytic and lysogenic modes of infection. In this project, we studied the interaction of Vibrio cholerae, the causative agent of cholera disease, with the lysogenic vibriophage VP882. The lytic cycle of VP882 is induced by the QS molecule DPO (3,5-dimethylpyrazin-2-ol), however, the global regulatory consequences of DPO-mediated VP882 activation have remained unclear. Using a combination of transcriptomic, genetic, and biochemical approaches, we discovered that induction of VP882 results in binding of phage transcripts to the major RNA chaperone Hfq, which in turn outcompete and down-regulate host-derived Hfq-dependent small RNAs (sRNAs). VP882 itself also encodes Hfq-binding sRNAs and we demonstrate that one of these sRNAs, named VpdS, modulates the expression of multiple host and phage mRNAs through a base-pairing mechanism and thereby promotes phage replication. We further show that host-derived sRNAs can affect phage replication by interfering with the translation of phage mRNAs and thus might be part of the phage defence arsenal of the host. Taken together, our data draw a complex picture of post-transcriptional interactions occurring between host- and phage-derived transcripts that together determine the phage-mediated lysis program.",Vibrio cholerae[organism]
GSE247496,Chromosomal integrons are genetically and functionally isolated units of genomes,Vibrio cholerae,12,2023/11/23,False,Expression profiling by high throughput sequencing,"Integrons are genetic elements that enable bacterial adaptation by collecting new genes encoded in integron cassettes (ICs) to create a reservoir of adaptive functions. These cassettes typically lack their own promoters and rely on the integron platform for their expression. Integrons, well-known for spreading antibiotic resistance genes in clinically relevant Gram-negative species, include Mobile Integrons (MIs), that transport over 170 resistance genes. In contrast, Sedentary Chromosomal Integrons (SCIs), ubiquitous in Vibrio species, are primarily found within bacterial chromosomes. However, their functions are not related to antimicrobial resistance and are largely unexplored. SCIs, typified by the Superintegron (SI) in Vibrio cholerae, represent ancient and highly variable regions in bacterial genomes. The SI is extensive, housing 179 integron cassettes, mostly with unknown functions. Although 19 cassettes encode toxin-antitoxin (TA) systems, which stabilize the array, the intricacies of the SI are challenging to study due to its size and unique integrase. To investigate the SI's impact on V. cholerae, we developed the SeqDelTA approach, enabling the gradual deletion of the SI. This deletion facilitates the use of standard genetic tools without SI interference. Our in-depth analysis of the resulting ∆SI strain, covering various aspects, demonstrated no significant alterations in V. cholerae's physiology. Despite their extended coevolution, SCIs appear to be genetically isolated from the host genome.",Vibrio cholerae[organism]
GSE247767,RILseq of VP882 phage activation in V. cholerae,Vibrio cholerae,12,2023/11/23,False,Other,"Many, if not all, bacteria use quorum sensing (QS) to control gene expression and collective behaviours, and more recently QS has also been discovered in bacteriophages (phages). Phages can produce communication molecules of their own, or “listen in” on the host’s communication processes, in order to switch between lytic and lysogenic modes of infection. In this project, we studied the interaction of Vibrio cholerae, the causative agent of cholera disease, with the lysogenic vibriophage VP882. The lytic cycle of VP882 is induced by the QS molecule DPO (3,5-dimethylpyrazin-2-ol), however, the global regulatory consequences of DPO-mediated VP882 activation have remained unclear. Using a combination of transcriptomic, genetic, and biochemical approaches, we discovered that induction of VP882 results in binding of phage transcripts to the major RNA chaperone Hfq, which in turn outcompete and down-regulate host-derived Hfq-dependent small RNAs (sRNAs). VP882 itself also encodes Hfq-binding sRNAs and we demonstrate that one of these sRNAs, named VpdS, modulates the expression of multiple host and phage mRNAs through a base-pairing mechanism and thereby promotes phage replication. We further show that host-derived sRNAs can affect phage replication by interfering with the translation of phage mRNAs and thus might be part of the phage defence arsenal of the host. Taken together, our data draw a complex picture of post-transcriptional interactions occurring between host- and phage-derived transcripts that together determine the phage-mediated lysis program.",Vibrio cholerae[organism]
GSE243405,Dual RNA sequencing of Helicobacter pylori and host cell transcriptomes reveals ontologically distinct host-pathogen interaction,Helicobacter pylori; Homo sapiens,21,2023/09/19,False,Expression profiling by high throughput sequencing,"Helicobacter pylori (H. pylori) is a highly successful pathogen that constitutes a serious threat to human health. However, the dynamic interaction between H. pylori and human gastric epithelium has not been fully documented. Here, by leveraging the advantage of dual RNA sequencing technology, we characterized a cytotoxin-associated genes A (CagA)-modulated bacterial adoption strategy by reinforcing the expression of ATP-binding cassette (ABC) transporter-related genes, metQ and HP_0888 upon co-culturing with human gastric epithelial cells (GES-1), thus, to benefit intracellular H. pylori survival through facilitating the uptake of host-provided nutrients. We further detected a generally repressed impact on electron transportation-associated genes by CagA, leading to the activation of oxidative phosphorylation. Temporal profiling of host mRNA signatures revealed down-regulation of multiple splicing regulators elicited by bacterial infection. Consequently, aberrant pre-mRNA splicing of functional genes that were involved in cell cycle process in response to H. pylori infection were identified. Moreover, we verified a protective effect for gastric H. pylori colonization against chronic dextran sulfate sodium (DSS)-induced colitis. Mechanistically, we profiled a cluster of short chain fatty acids (SCFA)-producing bacteria, Muribaculaceae that was selectively enriched in H. pylori-pre-colonized mice colon, contributing to the restoration of intestinal barrier function damaged by DSS treatment. Taken together, this study represents the first dual-transcriptome analysis of H. pylori during dynamic interaction with gastric epithelium and provide new insights into H. pylori pathogenesis.",Helicobacter pylori[organism] AND gastric
GSE241185,Developmental pyrethroid exposure disrupts molecular pathways for MAP kinase and circadian rhythms in mouse brain,Mus musculus,31,2023/08/28,False,Expression profiling by high throughput sequencing,"Neurodevelopmental disorders (NDDs) are a category of pervasive disorders of the developing nervous system with few or no recognized biomarkers. A significant portion of the risk for NDDs, including attention deficit hyperactivity disorder (ADHD), is contributed by the environment, and exposure to pyrethroid pesticides during pregnancy has been identified as a potential risk factor for NDD in the unborn child. We recently showed that low-dose developmental exposure to the pyrethroid pesticide deltamethrin in mice causes male-biased changes to ADHD- and NDD-relevant behaviors as well as the striatal dopamine system. Here, we used an integrated multiomics approach to determine the broadest possible set of biological changes in the mouse brain caused by developmental pyrethroid exposure (DPE). Using a litter-based, split-sample design, we exposed mouse dams during pregnancy and lactation to deltamethrin (3 mg/kg or vehicle every 3 days) at a concentration well below the EPA-determined benchmark dose used for regulatory guidance. We raised male offspring to adulthood, euthanized them, and pulverized and divided whole brain samples for split-sample transcriptomics, kinomics and multiomics integration. Transcriptome analysis revealed alterations to multiple canonical clock genes, and kinome analysis revealed changes in the activity of multiple kinases involved in synaptic plasticity, including the mitogen-activated protein (MAP) kinase ERK. Multiomics integration revealed a dysregulated protein-protein interaction network containing primary clusters for MAP kinase cascades, regulation of apoptosis, and synaptic function. These results demonstrate that DPE causes a multi-modal biophenotype in the brain relevant to ADHD and identifies new potential mechanisms of action.",malnutrition AND child AND transcriptome
GSE240673,Using Genomic Signatures to Elucidate Individual and Mixture Effects of Inorganic Arsenic and Manganese in Placental Trophoblasts,Homo sapiens,30,2023/08/14,False,Expression profiling by array,"HTR-8/SVneo human placental trophoblast cells were exposed to low-level environmentally relevant concentrations of iAs, Mn, and iAs-Mn mixtures. A microarray assay was performed to understand the changes and differences in gene expression in relation to single-metal and metal-mixtures",arsenic AND human AND gene expression
GSE133480,Comprehensive transcriptome study of salinity stress of salt-tolerant and sensitive genotypes rice at seedling stage,Oryza sativa Japonica Group,48,2023/01/01,False,Expression profiling by high throughput sequencing,"In order to understand molecular mechanisms of salt stress tolerance in rice several researches have been reported, however there are still unclear processes involved in salt tolerance. For reaching to a better perspective of the molecular mechanisms, we designed a comprehensive transcriptome study consisting contrasting genotypes, different tissues and different sampling time points. Two contrasting genotypes were selected and grown in Yoshida hydroponic medium for 14 days under controlled conditions. For salinity stress half of the seedlings were under 150 mM NaCl and after 6 and 54 h the treated and untreated samples were harvested in three replications from roots and shoots separately",rice AND salinity stress AND transcriptome
GSE203646,CRP and PepA RNAseq in V. cholerae,Vibrio cholerae,12,2022/10/24,False,Expression profiling by high throughput sequencing,"We found two DNA binding proteins, CRP and PepA, associate at the membrane. This study was performed to determine if their interaction affects transcription activity..",Vibrio cholerae[organism]
GSE203645,CRP and PepA ChIPseq in V. cholerae,Vibrio cholerae,15,2022/10/24,False,Genome binding/occupancy profiling by high throughput sequencing,"We found two DNA binding proteins, CRP and PepA, associate at the membrane. This study was performed to determine if their interaction affects DNA binding.",Vibrio cholerae[organism]
GPL32765,Illumina HiSeq 2000 (Lens culinaris),Lens culinaris,50,2022/10/20,False,,,Lens culinaris[organism]
GSE136322,Genome-wide maps of gene transcription level in wild-type and mpbR-deleted Mycobacterium tuberculosis H37Ra strains,Mycobacterium tuberculosis H37Ra,6,2022/08/26,False,Expression profiling by high throughput sequencing,"We report the application of RNA-seq technology for high-throughput profiling of gene transcription in M. tuberculosis H37Ra strains. By obtaining over four billion bases of sequence from mRNA, we generated genome-wide gene transcription maps of wild-type and mpbR-deleted Mycobacterium tuberculosis H37Ra strains. We find that a group of genes is significantly up-regulated in the mpbR-deleted mutant strain. This finding indicates that MpbR negatively regulates gene expression.",Mycobacterium tuberculosis[organism] AND RNA-seq
