accession,title,organism,n_samples,date,has_pub,type,summary,query
GSE252873,Intermittent fasting reduces alpha-synuclein pathology and functional decline in a mouse model of Parkinson’s disease [sham],Mus musculus,9,2025/01/03,False,Expression profiling by high throughput sequencing,"Parkinson’s disease (PD) is an age-related neurodegenerative disorder characterized by the degeneration of the nigrostriatal dopaminergic neurons, and by intraneuronal accumulation of aggregated α-synuclein (aSyn). Environmental factors contribute significantly to neurodegeneration in patients, and non-pharmacological interventions are increasingly explored. Among these, caloric restriction and time-restricted feeding have demonstrated beneficial effects in animal models of neurodegenerative diseases. The ketone body β-hydroxybutyrate (BHB) has been suggested to mediate some of these effects. In this study, we tested the therapeutic potential of intermittent fasting (IF, every other day feeding) in an aSyn-based mouse model of PD. IF was initiated four weeks after induction of aSyn pathology. Four weeks of IF mitigated the aSyn-induced degeneration of dopaminergic neurons and axon terminals. IF also reduced aSyn pathology as reported by staining for phosphorylated aSyn and Triton X-100 solubility. IF mitigated the aSyn-induced motor phenotype, the decrease in striatal dopamine and the decrease in synaptic markers. In transcriptomic analysis, we observed a robust modulation of genes involved in inflammation and microglia activation even with just brief IF treatment and without synuclein transduction. In primary mouse neurons, starvation and treatment with BHB were sufficient to induce autophagy and reduced αSyn pathology. Taken together, IF might constitute a plausible neuroprotective strategy for patients with Parkinson’s diseases. BHB-induced autophagy and altered neuroinflammation are pathways that potentially contribute to the protective effect.",Parkinson's disease AND substantia nigra AND RNA-seq
GSE240337,Elucidating the molecular pathology of DEPDC5 mutation induced mTOR-hyperactivation associated with epilepsy and autism spectrum disorder,Homo sapiens,36,2024/12/31,False,Expression profiling by high throughput sequencing,"To observe the effects of DEPDC5-KO on the transcriptome, 3‟-mRNA analysis was performed",autism spectrum disorder AND transcriptome
GSE252400,Epigenetic Modulation to perturb the SYNGAP1 Intellectual Disability (ID) that ameliorates synaptic and behavioural deficits,Mus musculus,18,2024/12/31,False,Expression profiling by high throughput sequencing,"Sporadic heterozygous mutations in SYNGAP1 affect social and emotional behaviour that are often observed in intellectual disability (ID) and autism spectrum disorder (ASD). Although neurophysiological deficits have been extensively studied, the epigenetic landscape of SYNGAP1 mutation-mediated intellectual disability is unexplored. Here, we have surprisingly found that the p300/CBP specific acetylation marks of histones are significantly repressed in the adolescent hippocampus of Syngap1+/- mouse. To establish the causal relationship of Syngap1+/- phenotype and the altered histone acetylation signature we have treated 2-4 months old Syngap1+/- mouse with glucose-derived carbon nanosphere (CSP) conjugated potent small molecule activator (TTK21) of p300/CBP lysine acetyltransferase (CSP-TTK21). The enhancement of the p300/CBP specific acetylation marks of histones by CSP-TTK21 restored deficits in spine density, synaptic function, and social preferences of Syngap1+/- mouse that is very closely comparable to wild type littermates. The hippocampal RNA-Seq analysis of the treated mice revealed that the expression of many critical genes related to the ID/ASD reversed due to the treatment of the specific small molecule activator. This study could be the first demonstration of the reversal of autistic behaviour and neural wiring upon the modulation of altered epigenetic modification (s).",autism spectrum disorder AND transcriptome
GSE285467,Spinal neuronal ferroptosis aggravates peripheral nerve injury-induced neuropathic pain via modulating competing endogenous RNA axis,Mus musculus,6,2024/12/30,False,Non-coding RNA profiling by high throughput sequencing,"Peripheral nerve injury-induced neuropathic pain presents a significant clinical challenge and the pathogenesis remains unclear. Recent findings have implicated spinal neuronal ferroptosis in the modulation of neuropathic pain progression, but the molecular mechanism is inadequately understood. This work constructed competitive endogenous RNA (ceRNA) regulatory network in neuronal ferroptosis model through total transcriptome sequencing. Bioinformatic analyses elucidated the biological roles and signaling pathways of differentially expressed genes associated with neuronal ferroptosis. In vitro experiments substantiated the involvement of two critical regulatory axes, namely lncRNA-Sh3bp5l/miR-92b-5p/Pgd and lncRNA-Scrn2/miR-133a-3p/Srxn1, in the regulation of neuronal ferroptosis. The knockdown of PGD and SRXN1 was observed to significantly inhibit the ferroptosis phenotype. Utilizing an in vivo chronic constriction injury (CCI) pain model, we demonstrated that the expression of ceRNA-mediated downstream targets, PGD and SRXN1, was localized within spinal neurons. Furthermore, lncRNA-Sh3bp5l and lncRNA-Scrn2 were found to be upregulated in the ipsilateral spinal cord following CCI injury, accompanied by increased levels of PGD and SRXN1. In brief, this study explored the key ceRNA axis that regulates spinal neuronal ferroptosis, which might serve as the potential therapeutic targets for neuropathic pain.",neuropathic pain AND transcriptome
GSE280316,Spatially-resolved molecular sex differences at single cell resolution in the adult human hypothalamus,Homo sapiens,10,2024/12/03,False,Other,"The hypothalamus (HYP) underlies basal endocrine, physiological, and behavioral drives which inherently differ across species and sexes—ranging from growth and puberty to appetite and metabolism to social behavior. Especially in the rodent brain, these sex-differentiated functions correspond to differences in the volume, cell types, and gene expression of distinct HYP subareas. Recent studies have elucidated the transcriptional profile of single cells in the rodent ventromedial hypothalamus (VMH) and arcuate (ARC), which influence appetitive/social behaviors and growth/metabolism, respectively. However, there is a paucity of studies examining the molecular architecture of the adult human HYP, and transcriptional sex differences in the human VMH and ARC have not been characterized in single-cell or spatial contexts. Using 10x Genomics Visium and Xenium platforms, we generated a multimodal, spatially-resolved molecular atlas of human postmortem VMH and ARC from male and female adult donors. Sex-differential gene expression analysis within these regions revealed correlated autosomal expression differences, with stronger overall sex effects in the ARC. We then leveraged the single-cell-resolution of Xenium to localize sex-differential expression to cell types, finding most occur in ESR1- and KISS1-expressing neurons of the ARC. Finally, we investigated VMH and ARC gene expression in relation to genes associated with neuropsychiatric diseases, identifying a striking enrichment of genes upregulated in the male VMH for known and candidate risk genes for autism spectrum disorders. This work provides a multisample view of the human VMH and ARC in young/middle adulthood across both sexes, including data at both transcriptome-wide and single-cell resolutions, the first single-cell transcriptional atlas of molecular sex differences in the adult human VMH and ARC, and highlights potential sex-differentiated roles for VMH and ARC in neurobehavioral disorders.",autism spectrum disorder AND transcriptome
GSE280460,Spatially-resolved molecular sex differences at single cell resolution in the adult human hypothalamus [Xenium],Homo sapiens,13,2024/12/03,False,Other,"The hypothalamus (HYP) underlies basal endocrine, physiological, and behavioral drives which inherently differ across species and sexes—ranging from growth and puberty to appetite and metabolism to social behavior. Especially in the rodent brain, these sex-differentiated functions correspond to differences in the volume, cell types, and gene expression of distinct HYP subareas. Recent studies have elucidated the transcriptional profile of single cells in the rodent ventromedial hypothalamus (VMH) and arcuate (ARC), which influence appetitive/social behaviors and growth/metabolism, respectively. However, there is a paucity of studies examining the molecular architecture of the adult human HYP, and transcriptional sex differences in the human VMH and ARC have not been characterized in single-cell or spatial contexts. Using 10x Genomics Visium and Xenium platforms, we generated a multimodal, spatially-resolved molecular atlas of human postmortem VMH and ARC from male and female adult donors. Sex-differential gene expression analysis within these regions revealed correlated autosomal expression differences, with stronger overall sex effects in the ARC. We then leveraged the single-cell-resolution of Xenium to localize sex-differential expression to cell types, finding most occur in ESR1- and KISS1-expressing neurons of the ARC. Finally, we investigated VMH and ARC gene expression in relation to genes associated with neuropsychiatric diseases, identifying a striking enrichment of genes upregulated in the male VMH for known and candidate risk genes for autism spectrum disorders. This work provides a multisample view of the human VMH and ARC in young/middle adulthood across both sexes, including data at both transcriptome-wide and single-cell resolutions, the first single-cell transcriptional atlas of molecular sex differences in the adult human VMH and ARC, and highlights potential sex-differentiated roles for VMH and ARC in neurobehavioral disorders.",autism spectrum disorder AND transcriptome
GSE174527,To explore the functional consequences of ZBTB7A Overexpression in rodent OFC astrocytes in the context of a mild stressor,Mus musculus,23,2024/11/07,False,Expression profiling by high throughput sequencing,"Major Depressive Disorder (MDD) arises from a complex interaction between genetics and environmental influences such as stress, which leads to persistent changes in frontolimbic gene expression and cellular function. Although relatively understudied in depression, the orbitofrontal cortex (OFC) exhibits significant changes in neuronal activity in MDD, as well as widespread gene expression changes, including consistent upregulation of inflammatory stress pathways. Inflammation signaling in non-neuronal cell-types can disrupt normal neurotransmission, though the molecular mechanisms that regulate this interaction are not well understood. Our laboratory has implemented nuclei-sorting coupled with ATAC-seq in human postmortem OFC to characterize over 200 MDD-specific open chromatin regions (OCRs), which were detected exclusively in the non-neuronal cell population. From this dataset, we identified ZBTB7A, a chromatin remodeling protein with binding motifs significantly overrepresented in these MDD-specific OCRs. ZBTB7A has been shown to orchestrate chromatin accessibility for NF-kB target genes, however, its functional role in psychiatric disease has not yet been explored. In a series of studies utilizing astrocyte-specific viral manipulations, we found that overexpressing this chromatin remodeler in rodent OFC astrocytes was sufficient to induce aberrant expression of inflammatory genes, behavioral deficits, and neuronal hyperactivity in response to a mild stressor, compared to GFP-expressing mice. Together, these findings demonstrate a novel chromatin-based mechanism for increased inflammatory signaling in astrocytes that ultimately impairs neuroadaptive responses to stress with direct implications for OFC dysfunction in MDD pathology.",major depressive disorder AND RNA-seq
GSE256472,RNA Expression Profiling of spinal cord tissues in a Rat Model of Neuropathic Pain,Rattus norvegicus,6,2024/09/01,False,Expression profiling by high throughput sequencing,"Neuropathic pain (NP), defined as a complex chronic pain state caused by somatosensory nervous system lesions or diseases, is currently the most challenging clinical neurological disorder in the world. The main signs and symptoms of NP include spontaneous pain, abnormal pain and hyperalgesia. It is generally believed that the specific pathological causes of NP include spinal cord or peripheral spinal cord injury, postherpetic neuralgia, trigeminal neuralgia, and tumor invasion. While the critical role of mRNA in NP is well recognized, the involvement of mRNA in the development of NP remains to be elucidated. Therefore, in this study, we explored changes in mRNA expression profiles through transcriptome sequencing to provide a landscape of mRNA dysregulation in the NP spinal cord.",neuropathic pain AND transcriptome
GSE275257,GPR40 Agonist ameliorates neurodegeneration and motor impairment by regulating NLRP3 inflammasome in Parkinson’s disease animal models.,Mus musculus,18,2024/08/23,False,Expression profiling by high throughput sequencing,"Parkinson's disease (PD) is characterized by the progressive degeneration of dopaminergic neurons in the substantia nigra pars compacta (SN) and accumulation of intracellular α-synuclein aggregates known as Lewy bodies and Lewy neurites. Levels of polyunsaturated fatty acids (PUFAs) are reduced in the SN of PD patients and G protein-coupled receptor 40 (GPR40) serves as a receptor for PUFAs, playing a role in neurodevelopment and neurogenesis. Additionally, GPR40 is implicated in neuropathological conditions such as apoptosis and inflammation, suggesting its potential as a therapeutic target in PD. In this study, we investigated the neuroprotective effects of the GPR40 agonist, TUG469, in PD models. Our results demonstrate that TUG469 reduces neurotoxicity induced by 6-OHDA in SH-SY5Y cells. In the 6-OHDA-induced PD model, TUG469 treatment improved motor impairment, preserved dopaminergic fibers and cell bodies in the striatum (ST) or SN, and attenuated 6-OHDA-induced microgliosis and astrogliosis in the brain. Furthermore, in a PD model involving the injection of mouse ɑ-syn fibrils into the brain (mPFFs-PD model), TUG469 treatment reduced the level of phosphorylated Ser129 ɑ-synuclein and decreased microgliosis and astrogliosis in mPFFs-PD model. Our investigation also revealed that TUG469 modulates inflammasome activation, apoptosis, and autophagy in the 6-OHDA-PD model, as evidenced by RNA-seq analysis and western blotting. In summary, our findings highlight the neuroprotective effects of GPR40 agonist on dopaminergic neurons and their potential as therapeutic agents for PD. These results underscore the importance of targeting GPR40 in PD treatment, particularly in mitigating neuroinflammation and preserving neuronal integrity.",Parkinson's disease AND substantia nigra AND RNA-seq
GSE262056,RNA-sequencing of gastric cancer PDX mice model after treated with CUS,Homo sapiens,6,2024/07/19,False,Expression profiling by high throughput sequencing,"The interaction between cancer and depressive disorder remains unclear. In this study, we obtained patient data from TCGA and MDD-related (Major Depressive Disorder) genes from the GEO database and the sequencing data of the PDX model with chronic unpredictable stress (CUS). Molecular subtypes and a prognostic signature were generated based on the MDD-related genes obtained by differential expression analysis. According to our analysis, the gene signature was a promising biomarker in distinguishing the prognosis, the molecular or immune characteristics, and the depressive risk, as well as the therapy candidates for gastric adenocarcinoma patients.",major depressive disorder AND RNA-seq
GSE252197,Neuroligin 3 promotes functional recovery of spinal cord injury through coordinating with Sar1a and Hspa8 at synapses,Homo sapiens,20,2024/06/30,False,Expression profiling by high throughput sequencing,"The recovery of locomotor function following incomplete spinal cord injury (SCI) primarily relies on the precise reconstruction of synaptic communications between spared corticospinal tract (CST) axons and propriospinal neurons. However, components capable of rebuilding synaptic machinery after injury remain elusive. Here, using RNA-Seq of human umbilical cord-derived MSCs (hUC-MSCs) before and after transplantation in SCI rats, along with in vitro and in vivo functional screenings, we identified Neuroligin 3 (NLGN3) as a spinal cord microenvironment (SCE)-activated cell adhesion molecule (CAM) in hUC-MSCs, promoting MSC-mediated functional recovery of SCI. Importantly, spinal neuron-specific activation of Nlgn3 led to significant functional improvement in SCI rats, resembling the effects of hUC-MSC transplantation. We elucidated the protein interactome of Nlgn3, enriched with proteins involved in synaptic transmission. Specifically, Nlgn3 interacted with synaptic vesicle (SV)-associated proteins, Sar1a and Hspa8, modulating their recruitment at synapses. Remarkably, restoring either of these two proteins in injured spinal neurons improved locomotor recovery of SCI, with further enhancement when combined with Nlgn3. Thus, our results not only reveal the previously unknown therapeutic effect of Nlgn3 in SCI repair but also propose a novel approach for treating SCI by targeting protein complexes centered around Nlgn3. This study also suggests that MSCs can serve as a stem cell platform for identifying innovative therapeutic targets and mechanisms to reestablish corticospinal-spinal relay circuits after SCI.",spinal cord injury AND RNA-seq
GSE236392,Specific silencing of pathogenic mRNA by a novel compact RNA-targeting tool TaqTth-hpRNA,Homo sapiens,8,2024/06/30,False,Expression profiling by high throughput sequencing,"Pathogenic allele silencing is a promising treatment for genetic hereditary diseases. However, the concern about the specificity of present RNA-knockdown strategies has limited their in vivo applications. Here a TaqTth-hpRNA system consisting of a small, chimeric protein (TaqTth) and hairpin-RNA probe (hpRNA) is provided. The TaqTth-hpRNA showed a high-specific knockdown against targeted mRNA with minimal flanking sequence-motif requirement and less cell viability damage, then was applied to mutant APPswe mRNA silencing without altering the wild-type APP mRNA in Alzheimer’s disease. Notably, the combination of the TaqTth and human apolipoprotein E 2 (APOE2) overexpression encoded in a single AAV vector is available due to the compact size of TaqTth, and showed stronger inhibition of pathologies in the mouse model. Altogether, we provided the basis for a small RNA-targeting tool with high selectivity, minimal flanking sequence-motif requirement, less cell viability damage and potentially being an alternative in therapeutic applications.",Alzheimer's disease AND single cell AND RNA-seq
GSE208574,Modeling 16p13.11 deletions in patient stem cell derived neurons,Homo sapiens,15,2024/06/23,False,Expression profiling by high throughput sequencing,"16p13.11 copy number variants (CNVs) have been associated with autism, schizophrenia, psychosis, intellectual disability, and epilepsy. The majority of 16p13.11 deletions or duplications occur within three well-defined intervals, and despite growing knowledge of the functions of individual genes within these intervals, the molecular mechanisms that underlie commonly observed clinical phenotypes remain largely unknown. Patient-derived, induced pluripotent stem cells (iPSCs) provide a platform for investigating the morphological, electrophysiological, and gene-expression changes that result from 16p13.11 CNVs in human-derived neurons. Patient derived iPSCs with varying sizes of 16p13.11 deletions and familial controls were differentiated into cortical neurons for phenotypic analysis. High-content imaging and morphological analysis of patient-derived neurons demonstrated an increase in neurite branching in patients compared with controls. Whole-transcriptome sequencing revealed expression level changes in neuron development and synaptic-related gene families, suggesting a defect in synapse formation. Subsequent quantification of synapse number demonstrated increased numbers of synapses on neurons derived from early-onset patients compared to controls. The identification of common phenotypes among neurons derived from patients with overlapping 16p13.11 deletions will further assist in ascertaining common pathways and targets that could be utilized for screening drug candidates. These studies can help to improve future treatment options and clinical outcomes for 16p13.11 deletion patients.",autism spectrum disorder AND transcriptome
GSE235618,Effect of a dendritic cells derived extracellular vesicle as therapeutic vaccine platform to induce neuroprotective immunity for spinal cord injury,Mus musculus,21,2024/06/22,False,Expression profiling by high throughput sequencing,we designed a nano-vaccine platform using dendritic cell-derived small extracellular vesicles (DsEVs) as carriers for MBP87-99A91(A91-DsEVs) to induce a neuroprotective immunity for spinal cord injury.,spinal cord injury AND RNA-seq
GSE115229,Genome wide analysis of lower spinal cords with training after spinal cord hemisection injury,Rattus norvegicus,8,2024/05/21,False,Expression profiling by high throughput sequencing,"The goal of this study is to elucidate the influence of treadmill training on transcriptome of the lower lumbar spinal cord after thoracic spinal cord hemisection. mRNA profiles of spinal cords at 23 days-post injury with/without treadmill training were generated. The expression levels of 650 genes in the trained animal were increased ( > 2-fold) compared to untrained animals. Our study represents the detailed analysis of transcriptomes of spinal cord distal to the hemisected lesion after treadmill training, with biologic replicates, generated by RNA-seq technology.",spinal cord injury AND RNA-seq
GSE115230,Genome wide analysis of the upper lumbar spinal cord at 4 days after T9 hemisection injury,Rattus norvegicus,8,2024/05/21,False,Expression profiling by high throughput sequencing,"The goal of this study is to elucidate the influence of hemisection injury at thoracic spinal cord (T9) on the upper transcriptome of the upper lumbar spinal cord at acute phase. mRNA profiles of spinal cord at 4 days-post injury and before injury were generated. 72 Differentially Expressed Genes (DEGs) were observed. Our study represents the detailed analysis of transcriptomes of spinal cord distal to the hemisected lesion at acute phase, with biologic replicates, generated by RNA-seq technology.",spinal cord injury AND RNA-seq
GSE115231,Genome wide analysis of the lower lumbar spinal cord at 4 days after T9 hemisection injury,Rattus norvegicus,8,2024/05/21,False,Expression profiling by high throughput sequencing,"The goal of this study is to elucidate the influence of hemisection injury at thoracic spinal cord (T9) on the transcriptome of the lower lumbar spinal cord at acute phase. mRNA profiles of spinal cord at 4 days-post injury and before injury were generated. 72 Differentially Expressed Genes (DEGs) were observed. Our study represents the detailed analysis of transcriptomes of spinal cord distal to the hemisected lesion at acute phase, with biologic replicates, generated by RNA-seq technology.",spinal cord injury AND RNA-seq
GSE255290,Transcript Profiles of Microglia/Macrophage Cells at the Borders of Chronic Active and Subpial Gray Matter Lesions in Multiple Sclerosis,Homo sapiens,10,2024/05/05,False,Expression profiling by high throughput sequencing,"Microglia/macrophages line the border of demyelinated lesions in both cerebral white matter and cortex in multiple sclerosis brains. Microglia/macrophages associated with chronic white-matter lesions are thought to be responsible for slow lesion expansion and disability progression in progressive multiple sclerosis whereas those lining gray matter lesions are less studied. Profiling these microglia/macrophages could help to focus therapies on genes or pathways specific to lesion expansion and disease progression. We compared the morphology and transcript profiles of microglia/macrophages associated with borders of white matter (WM line) and subpial gray matter lesions (GM line) using laser capture microscopy. We performed RNAseq on isolated cells followed by immunocytochemistry to determine distribution of translational products of transcripts increased in WM line. Cells in WM line appear activated with shorter processes and larger cell bodies, whereas those in GM Line appear more homeostatic with smaller cell bodies and multiple thin processes. Transcript profiling revealed 176 genes in WM lines and 111 genes in GM lines as differentially expressed. Transcripts associated with immune activation and iron homeostasis were increased in WM line whereas genes belonging to canonical Wnt signaling pathway were increased in GM line. We propose that mechanisms of demyelination and dynamics of lesion expansion are responsible for differential transcript expression in WM lines and GM lines, and posit that increased expression of Fc epsilon receptor, spleen tyrosine kinase, and Bruton’s tyrosine kinase play a key role in regulating microglia/macrophage function at the border of chronic active white matter lesions.",multiple sclerosis AND lesion AND RNA-seq
GSE256210,Autism patient derived SHANK2BY29X mutation affects ALDH1A1 negative dopamine neuron development,Mus musculus; Homo sapiens,8,2024/05/01,False,Expression profiling by high throughput sequencing,"Autism spectrum disorder (ASD) includes a series of neurodevelopmental conditions. Different mutations on a single ASD gene contribute to heterogeneous disease phenotypes, possibly due to functional diversity of generated isoforms. Increasing evidence indicates such phenomenon in SHANK2, a causative gene in ASD; however, there is a scarcity of tools for studying endogenous SHANK2 proteins in an isoform-specific manner. Here we reported a patient-derived mutation on SHANK2, hitting only the SHANK2B transcript variant (NM_133266.5), hereby SHANK2BY29X.",autism spectrum disorder AND transcriptome
GSE198994,Cortical and hippocampal gene expression after transcranial focal stimulation in healthy rats,Rattus norvegicus,9,2024/03/30,False,Expression profiling by array,"Transcranial Electrical Stimulation has therapeutic effects on different diseases, including epilepsy. Nevertheless, previous evidence also suggest that TFS could modify protein expression in the healthy brain of rats. We aimed to screen genetic expression in the cerebral cortex and the hippocampus of healthy rats to identify potential targets of therapeutic or adverse effects of TFS.",epilepsy AND hippocampus AND transcriptome
GSE169347,O-GlcNAcylation governs astrocytes reactivation and involves in Alzheimer’s disease,Mus musculus,12,2024/03/22,False,Expression profiling by high throughput sequencing,"To reveal the mechanisms that Ogt controls inflammatory response of astrocytes, we first performed RNA-seq with Ctrl and Ogt cKO astrocytes isolated from the brains of adult mice. Given the inflammation in the brain of Alzheimer’s disease, we next performed RNA-seq with astrocytes isolated from the brains of adult Ctrl and 5X APP Alzheimer’s mice model (AD), and Aβ treated astrocytes, respectively. Taken together, these findings suggest that differentially expressed genes shared between cKO astrocytes, AD astrocytes and Aβ-treated astrocytes are related with inflammation.",Alzheimer's disease AND single cell AND RNA-seq
GSE226319,Mutation in mitochondrial chaperone TRAP1 is responsible for male-specific autism,Mus musculus,19,2024/03/01,False,Expression profiling by high throughput sequencing,"There is growing evidence of mitochondrial disturbance in autism spectrum disorders (ASD) but causative relations remain to be established. We identified postzygotic mozaicp.Q639* mutation in the TRAP1 gene encoding mitochondrial chaperone of the HSP90 family in ASD patient whose monozygotic twin brother was healthy. An additional survey of 176 unrelated ASD probands showed identical TRAP1 variant in a single male patient. We generated a knock-in Trap1 p.Q641*mouse which displayed behavioral abnormalities relevant for ASD, that were more pronounced in males. This effect was corroborated by gender-specific differences in synaptic plasticity and the density of synaptic mitochondria. Next we performed transcriptome profiling by sequencing of RNA isolated from hippocampi of WT, HET and MUT male and female mice",autism spectrum disorder AND transcriptome
GSE198274,Circulating exosomal microRNAs contribute to the antimigraine effects of acupuncture,Homo sapiens,30,2024/02/12,False,Non-coding RNA profiling by high throughput sequencing,"We conducted this study to determine whether exosome regulation underlies the antimigraine mechanisms of acupuncture. By comparing serum samples from patients with migraine and healthy controls using high-throughput small RNA sequencing technology , we identified 705 exosomal microRNAs that are differentially expressed in patients with migraine, and this set of 705 microRNAs included five that are particularly well characterised (hsa-miR-369-5p, hsa-miR-1268b, hsa-miR-145-5p, hsa-miR-222-5p, and hsa-miR-4488). By comparing serum samples collected from patients with migraine before and after acupuncture treatment, we showed that acupuncture normalised the expression levels of those five well-characterised exosomal microRNAs.",migraine AND gene expression
GSE163528,Transcriptome analysis of striatal synaptosome and synaptosomal polyribosome of WT and Shank3 TG mice,Mus musculus,12,2023/12/18,False,Expression profiling by high throughput sequencing,"Shank3 protein is a core organizer of the macromolecular complex in excitatory postsynapses, and its defects cause numerous synaptopathies including autism spectrum disorders. Although Shank3 function as a postsynaptic scaffold is well established, other potential mechanisms how Shank3 broadly modulates the postsynaptic proteome are relatively unexplored. To understand potential contribution of increased proteins synthesis to the proteomic change in TG striatal synaptosome, we performed RNA-seq analyses on both whole synaptosomal and synaptic polysome-enriched fractions. Comparative analyses showed a positive correlation only between polysome-associated transcriptome and up-regulated proteome in TG striatal synaptosome.",autism spectrum disorder AND transcriptome
GSE247339,"Thyroid Hormone T4 Mitigates Traumatic Brain Injury by Dynamically Remodeling Cell Type Specific Genes, Pathways, and Networks in Hippocampus and Frontal Cortex",Mus musculus,41,2023/11/20,False,Expression profiling by high throughput sequencing,"The complex pathology of traumatic brain injury (TBI) is a main contributor to the difficulties in achieving a successful therapeutic regimen. Previously, we showed that thyroxine (T4) administration prevented the cognitive impairments induced by TBI in mice. To understand the underlying mechanism, we carried out a systems level single cell transcriptomic study to investigate the spatiotemporal effects of T4 on individual cell types in the hippocampus and frontal cortex at three post-injury stages. Our multi-tissue multi-stage results showed that acute T4 treatment within 6 hours of injury altered the transcriptome in numerous cell types across tissues and timepoints, in particular in astrocytes, microglia, oligodendrocytes, and endothelial cells. We also identified key TBI-affected genes such as Mbp and Plp1 as well as numerous pathways such as oxidative phosphorylation, immune response, and nervous system related pathways to be reversed after T4 treatment. Within- and between-cell-type network modeling revealed that certain dynamic shifts in subnetworks related to cell cycle, stress response, and RNA processing in both tissues that were affected by TBI and were mitigated by T4. Integration of the genes altered by TBI and/or T4 with candidate genes from human genome-wide association studies (GWAS) of various diseases support the relevance of T4 treatment in alleviating cognitive, psychiatric and neurodegenerative disorders related to TBI. Our systems-level approach elucidated the temporal and spatial dynamic reprogramming of cell-type specific genes, pathways, and networks, as well as cell-cell communications through which T4 mitigates cognitive dysfunction induced by TBI.",traumatic brain injury AND transcriptome
GSE233151,Single cell RNA-seq analysis in mouse embryonic medial ganglionic eminence (MGE) under deletion of Ezh2 gene (10X Genomics Multiome),Mus musculus,6,2023/11/15,False,Expression profiling by high throughput sequencing,"Enhancer of zeste homolog 2 (Ezh2) is the methyltransferase component of the Polycomb Repressive Complex 2 (PRC2), which is critical for trimethylation of histone 3 at lysine 27 (H3K27me3) and results in gene repression. Mutations in EZH2 and dysregulation of H3K27me3 can lead to neurodevelopmental abnormalities such as Weaver Syndrome and ataxia-telangiectasia. During cortical neurogenesis, H3K27me3 is a critical epigenetic modification that regulates cellular maturation rate, and in turn, determines when precursor cells exit the cell cycle. Loss of function studies reveal that Ezh2 plays a critical role in epigenetic regulation of neuronal fate and maturation in some brain regions, but a role for Ezh2 in forebrain GABAergic interneurons has not been explored. Here, we removed Ezh2 from the medial ganglionic eminence (MGE) to study its role in interneuron development.",spinocerebellar ataxia AND RNA-seq
GSE217850,Single-cell transcriptomic analysis of peripheral blood mononuclear cells (PBMCs) from autism patients before and after metabolic stimulation with long-term L-serine treatment,Homo sapiens,14,2023/11/13,False,Expression profiling by high throughput sequencing,"ASD patients who were assessed using the ADI-R (Autism Diagnostic Interview-Revised) showed improvements in the Clinical Global Impression (CGI) after oral medication of L-serine. We analyzed single-cell transcriptome changes in PBMCs obtained from two ASD patients (both male, 3 and 4 years old) and compared the transcriptomic features with those of the same patients after treatment with L-serine (400 mg) for 12 weeks. The transcriptional profiles of PBMCs from autism patients showed a large portion of immature CD4 T cells were partially caused by an atypical developmental trajectory. Treatment with L-serine for 12 weeks at a 400 mg dose significantly reduced atypical naive CD4 T cells and drastically restored the transcriptome features of biosynthetic processes involved in normal development of CD4 T cells. This study illustrates that the transcriptomic signatures of CD4 T cells have prognostic values of ASD and metabolic reprogramming of adaptive immune cells may restore immune development and delay ASD progression.",autism spectrum disorder AND transcriptome
GSE246534,Implications of Prenatal Exposure to Hyperandrogen for Hippocampal Neurodevelopment and Autism-like Behavior in Offspring,Mus musculus,8,2023/11/04,False,Expression profiling by high throughput sequencing,"Autism spectrum disorder (ASD) is a highly heterogeneous neurodevelopmental disorder that significantly jeopardizes the physical and mental well-being of children. Autism spectrum disorder results from a combination of environmental and genetic factors. Hyperandrogenic exposure during pregnancy increases their risk of developing autism. Nevertheless, the prenatal exposure to androgens affects offspring neurodevelopment and the underlying mechanisms have not been fully elucidated. In the present study, administration of excessive dihydrotestosterone (DHT) to pregnant mice was found to impair neuronal development and dendritic spine formation in offspring, inducing autism-like behaviors. Furthermore, through mRNA transcriptome sequencing technology, the key molecule Nr4a2 was identified during this process of change. Overexpression of Nr4a2 and treatment with amodiaquine (AQ) significantly improved the abnormal phenotypes in offspring caused by prenatal exposure to androgens. Overall, Nr4a2 emerges as a crucial molecule involved in the impairment of offspring neurodevelopment due to prenatal androgen exposure, which provides a new perspective for the in-depth study of the influencing factors and underlying mechanisms.",autism spectrum disorder AND transcriptome
